dat,OzoneLamp,PAMLamps1,PAMLamps2,Lamp Wavelength,AutoValve1BitLevel,AutoValve2BitLevel,SeqEventNum,SeqIterationNum,Q1_BitLevel,Q2_BitLevel,Q3_BitLevel,TTL_BitLevel,PlungerPosition,PumpRate,SolenoidValvesDutyCycle,UV,RH,Temp,OHExposure,OHExposureModel,PhotochemicalAge,PhotochemicalAgeModel,SLFC_Set,MFC1_Set,MFC1_Read,MFC2_Set,MFC2_Read,MFC3_Set,MFC3_Read,MFC4_Set,MFC4_Read,MFC5_Set,MFC5_Read,MFC6_Set,MFC6_Read,ExcessFlow_SLPM,SLFC_SLPM,AI3,AI4,AI5,AI6,AI7,PB0,PB1,PB2,PB3,PB4,PB5,PB6
2025-06-12 09:36:16,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.2954823,26.51647949,19.36675293,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:17,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.2954823,26.51647949,19.37747803,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:18,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.2954823,26.51647949,19.36675293,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:19,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.7315542,26.51647949,19.37747803,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:20,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.7315542,26.51647949,19.37747803,0,0,0,0,0,0,0,6,6.002999783,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:21,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.7315542,26.47833252,19.37747803,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.051282051,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:22,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.7315542,26.47833252,19.37747803,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.334554335,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:23,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.7315542,26.47833252,19.37747803,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.583638584,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:24,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.7315542,26.47833252,19.38820313,0,0,0,0,0,0,0,6,6.002999783,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.810744811,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:25,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.7315542,26.47833252,19.37747803,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.05982906,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:26,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,482.7315542,26.47833252,19.37747803,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.304029304,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:27,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.6036979,26.47833252,19.37747803,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.129426129,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:28,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.167626,26.47833252,19.38820313,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.385836386,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:29,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.167626,26.47833252,19.38820313,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.63980464,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:30,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.167626,26.47833252,19.38820313,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.891330891,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:31,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.167626,26.47833252,19.38820313,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.133089133,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:33,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.167626,26.47833252,19.38820313,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.374847375,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:34,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.6036979,26.47833252,19.38820313,0,0,0,0,0,0,0,6,5.997000217,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.614163614,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:35,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.6036979,26.47833252,19.39892822,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.853479853,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:36,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.6036979,26.47833252,19.38820313,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.092796093,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:37,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.6036979,26.47833252,19.38820313,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.322344322,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:38,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.6036979,26.47833252,19.38820313,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.554334554,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:39,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,483.167626,26.47833252,19.39892822,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.778998779,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:40,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.0397698,26.47833252,19.39892822,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.008547009,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:41,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.0397698,26.47833252,19.39892822,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.228327228,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:42,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.0397698,26.47833252,19.39892822,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.457875458,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:43,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.0397698,26.47833252,19.39892822,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.682539683,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:44,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.0397698,26.47833252,19.39892822,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.902319902,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:45,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.0397698,26.47833252,19.39892822,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.124542125,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:46,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.0397698,26.47833252,19.40965332,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.341880342,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:47,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.3479853,26.47833252,19.40965332,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.561660562,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:48,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.4758416,26.47833252,19.40965332,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.778998779,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:49,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.4758416,26.44018555,19.40965332,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.993894994,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:50,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.4758416,26.44018555,19.40965332,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,5.206349206,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:51,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.9119135,26.47833252,19.40965332,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,5.421245421,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:53,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.4758416,26.44018555,19.40965332,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,5.633699634,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:54,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.9119135,26.44018555,19.40965332,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.794871795,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:55,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.9119135,26.44018555,19.42037842,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:56,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.9119135,26.44018555,19.43110352,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:57,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,484.9119135,26.44018555,19.42037842,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:58,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.3479853,26.44018555,19.42037842,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.058608059,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:36:59,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.3479853,26.44018555,19.43110352,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:00,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.3479853,26.44018555,19.43110352,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:01,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.3479853,26.44018555,19.43110352,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:02,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.3479853,26.44018555,19.43110352,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:03,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.7840572,26.44018555,19.43110352,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.036630037,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:04,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.7840572,26.44018555,19.43110352,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.1001221,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:05,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.3479853,26.44018555,19.43110352,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:06,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.7840572,26.44018555,19.43110352,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.156288156,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:07,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.2201291,26.44018555,19.43110352,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:08,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.2201291,26.44018555,19.43110352,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.251526252,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:09,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.6562009,26.44018555,19.44182861,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.505494505,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:10,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.6562009,26.44018555,19.44182861,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.757020757,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:11,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.2201291,26.44018555,19.44182861,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.998778999,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:13,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.2201291,26.44018555,19.44182861,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.240537241,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:14,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,485.7840572,26.44018555,19.44182861,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.47985348,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:15,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.2201291,26.44018555,19.44182861,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.714285714,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:16,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.6562009,26.40203857,19.44182861,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.951159951,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:17,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.0922728,26.40203857,19.44182861,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.180708181,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:18,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.6562009,26.40203857,19.44182861,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.422466422,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:19,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.0922728,26.40203857,19.44182861,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.64957265,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:20,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,486.6562009,26.40203857,19.44182861,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.879120879,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:21,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.5283447,26.40203857,19.45255371,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.108669109,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:22,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.0922728,26.40203857,19.44182861,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:23,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.0922728,26.40203857,19.44182861,0,0,0,0,0,0,0,6,5.997000217,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:24,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.0922728,26.40203857,19.45255371,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.10989011,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:25,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.0922728,26.40203857,19.44182861,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.039072039,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:26,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.9644165,26.40203857,19.45255371,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.3003663,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:27,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.5283447,26.40203857,19.44182861,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.551892552,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:28,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.5283447,26.40203857,19.45255371,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.800976801,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:29,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.9644165,26.40203857,19.45255371,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.05006105,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:30,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.5283447,26.40203857,19.45255371,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.286935287,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:31,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.5283447,26.40203857,19.44182861,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.526251526,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:33,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.5283447,26.40203857,19.45255371,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,1.765567766,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:34,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.5283447,26.40203857,19.45255371,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,2,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:35,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.9644165,26.40203857,19.45255371,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.236874237,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:36,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.9644165,26.40203857,19.44182861,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.466422466,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:37,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.9644165,26.40203857,19.46327881,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.695970696,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:38,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.9644165,26.40203857,19.46327881,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,2.93040293,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:39,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.8365603,26.40203857,19.46327881,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.157509158,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:40,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,487.9644165,26.40203857,19.46327881,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.377289377,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:41,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.4004884,26.40203857,19.46327881,0,0,0,0,0,0,0,6,5.995999813,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.601953602,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:42,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.8365603,26.40203857,19.46327881,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,3.826617827,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:43,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.4004884,26.35626221,19.46327881,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.046398046,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:44,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.8365603,26.40203857,19.46327881,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.273504274,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:45,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.4004884,26.35626221,19.47400391,0,0,0,0,0,0,0,6,5.995999813,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.488400488,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:46,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.8365603,26.35626221,19.47400391,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.700854701,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:47,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.2726321,26.35626221,19.47400391,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,4.920634921,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:48,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.2726321,26.35626221,19.47400391,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,5.133089133,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:49,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.8365603,26.35626221,19.47400391,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,5.335775336,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:50,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.2726321,26.35626221,19.47400391,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,5.557997558,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:51,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.2726321,26.35626221,19.484729,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,5.768009768,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:53,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.2726321,26.35626221,19.47400391,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,5.982905983,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:54,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.8365603,26.35626221,19.47400391,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,6.188034188,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:55,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.708704,26.35626221,19.484729,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,6.390720391,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:56,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.2726321,26.35626221,19.484729,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,6.598290598,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:57,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,488.8365603,26.35626221,19.5061792,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,6.803418803,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:58,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.2726321,26.35626221,19.484729,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:37:59,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.708704,26.35626221,19.5061792,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:38:00,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,489.708704,26.35626221,19.5061792,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,0.004884005,10,10,10,10,1,1,1,1,1,1,1
